b0,b1,b2,b3,b4,b5,b6,b7
30,5A,A0,81,FD,19,F8,3D
34,DA,BF,8D,81,64,5C,16
67,DB,DF,8D,81,64,5E,16
5E,5B,A0,81,FD,19,F8,3D
E1,5C,A0,81,FD,19,F8,3D
5D,DC,DF,8D,81,64,58,16
11,5D,A0,81,FD,19,F8,3D
B2,DD,DF,8D,81,64,4A,16
6C,DE,DF,8D,81,64,40,16
9A,5E,A0,81,FD,19,F8,3D
E9,5F,A0,81,FC,19,F8,3D
39,DF,DF,8D,81,64,36,16
52,AD,C2,01,FF,00,00,02
20,50,A0,81,FC,19,F8,3D
4D,D0,DF,8D,81,64,34,16
52,AE,C2,01,FF,00,00,02
A8,51,A0,81,FC,19,F8,3D
8D,D1,BF,8D,81,64,30,16
7D,D2,BF,8D,81,64,32,16
E2,D3,BF,8D,81,64,3A,16
52,A1,3D,01,32,00,06,01
76,D4,BF,8D,81,64,3E,16
B1,55,A0,81,FD,19,F8,3D
1C,D5,BF,8D,81,64,3E,16
CE,D6,BF,8D,81,64,4C,16
52,A3,00,00,FD,19,F8,3D
57,D7,BF,8D,81,64,56,16
52,A4,38,01,FD,19,F8,3D
5E,D8,BF,8D,81,64,60,16
52,A5,38,01,81,64,60,16
CD,D9,DF,4D,81,64,66,16
52,A6,00,00,81,64,66,16
DA,DA,DF,4D,81,64,6A,16
52,A7,00,00,81,64,6A,16
17,DB,DF,4D,81,64,6A,16
52,A8,81,01,81,64,6A,16
8E,DC,FF,4D,81,64,68,16
52,A9,81,01,EC,14,0C,15
8E,DD,FF,4D,81,64,5A,16
50,DE,FF,4D,81,64,50,16
52,AB,00,00,FA,14,F6,14
44,5F,A0,81,FD,19,F8,3D
4F,DF,FF,4D,81,64,48,16
52,AC,7E,01,E6,00,02,00
CC,D0,DF,4D,81,64,40,16
52,AD,7E,01,01,4A,01,00
AA,D1,DF,4D,81,64,42,16
62,D2,DF,4D,81,64,44,16
47,D3,BF,4D,81,64,48,16
52,A0,56,01,E1,06,00,0D
F7,D4,BF,4D,81,64,4A,16
52,A2,00,00,4B,00,63,08
2F,D6,DF,4D,81,64,4A,16
52,A3,00,00,F5,FC,00,00
1E,D7,DF,4D,81,64,4C,16
18,D8,DF,4D,81,64,4A,16
E6,D9,DF,4D,81,64,50,16
52,A6,41,01,FE,F7,07,00
81,DA,DF,4D,81,64,54,16
52,A7,41,01,40,3F,00,00
04,DB,DF,4D,81,64,58,16
22,DC,DF,4D,81,64,5C,16
76,DD,DF,4D,81,64,60,16
BB,DE,DF,4D,81,64,58,16
52,AB,BE,01,00,00,00,00
44,DF,DF,4D,81,64,50,16
8D,50,A0,81,FD,19,F8,3D
84,D0,DF,4D,81,64,4C,16
E2,D1,DF,4D,81,64,4E,16
A6,D2,DF,4D,81,64,52,16
F0,53,A0,81,FD,19,F8,3D
6D,D3,DF,4D,81,64,54,16
CA,54,A0,81,FD,19,F8,3D
DD,D4,DF,4D,81,64,56,16
B7,D5,DF,4D,81,64,56,16
BF,D6,DF,4D,81,64,52,16
4B,58,A0,81,FC,19,F8,3D
94,D8,DF,4D,81,64,50,16
FA,D9,DF,4D,81,64,52,16
8E,DA,DF,4D,81,64,64,16
33,DB,DF,4D,81,64,6C,16
52,A8,7E,01,FF,00,00,02
99,DC,DF,4D,81,64,72,16
52,A9,00,00,00,01,9C,05
AE,DD,DF,4D,81,64,74,16
A3,DE,FF,4D,81,64,72,16
52,AB,37,01,32,00,0B,01
F4,DF,FF,4D,81,64,66,16
9F,51,60,81,FD,15,F8,3D
65,D1,FF,4D,81,64,4C,16
E4,42,60,81,FC,15,F8,3D
E5,D2,FF,4D,81,64,46,16
A9,D3,DF,4D,81,64,42,16
FF,43,A0,81,FC,19,F8,3D
C5,44,A0,81,FC,19,F8,3D
05,D4,DF,4D,81,64,42,16
52,A0,02,01,81,64,42,16
BE,45,A0,81,FC,19,F8,3D
4B,D5,DF,4D,81,64,44,16
52,A1,00,00,81,64,44,16
B7,46,60,81,FC,15,F8,3D
52,A2,00,00,81,64,4A,16
3E,47,60,81,FC,15,F8,3D
02,D7,DF,4D,81,64,4E,16
52,A3,FD,01,40,25,00,00
73,48,60,81,FC,15,F8,3D
52,A4,FD,01,81,64,50,16
A3,49,60,81,FC,15,F8,3D
52,A5,00,00,C7,0F,00,00
08,4A,60,81,FD,15,F8,3D
D5,DA,DF,4D,81,64,5A,16
66,4B,60,81,FD,15,F8,3D
43,DB,DF,4D,81,64,64,16
D9,4C,60,81,FD,15,F8,3D
5D,DC,DF,4D,81,64,64,16
52,A8,31,01,82,9C,00,00
29,4D,60,81,FD,15,F8,3D
52,DD,DF,4D,81,64,66,16
A2,4E,60,81,FD,15,F8,3D
7B,DE,FF,4D,81,64,66,16
7C,4F,60,81,FD,15,F8,3D
CC,DF,FF,4D,81,64,62,16
52,AB,00,00,B4,0F,C9,0F
B5,40,60,81,FD,15,F8,3D
DB,D0,FF,4D,81,64,5A,16
3D,41,60,81,FD,15,F8,3D
CD,D1,FF,4D,81,64,50,16
52,AD,00,01,0C,00,82,14
B1,D2,FF,4D,81,64,48,16
52,AE,00,01,E8,1C,00,00
C5,D3,DF,4D,81,64,48,16
65,43,60,81,FC,15,F8,3D
5F,44,60,81,FC,15,F8,3D
69,D4,DF,4D,81,64,48,16
52,A0,00,00,C0,0F,C5,0F
27,D5,DF,4D,81,64,4E,16
24,45,60,81,FC,15,F8,3D
52,A1,FF,01,88,04,74,7A
D3,D6,DF,4D,81,64,58,16
52,A2,FF,01,32,00,0D,01
93,47,60,81,FD,15,F8,3D
E2,D7,DF,4D,81,64,5E,16
DE,48,60,81,FD,15,F8,3D
9B,D8,DF,4D,81,64,60,16
0E,49,60,81,FD,15,F8,3D
D1,D9,DF,4D,81,64,64,16
52,A5,33,01,00,00,67,FF
28,DA,FF,0D,81,64,64,16
52,A6,33,01,C0,00,00,00
E5,DB,FF,0D,81,64,64,16
8B,DC,FF,0D,81,64,6C,16
2C,DD,FF,0D,81,64,72,16
9E,DE,FF,0D,81,64,72,16
52,AA,00,00,CF,0F,F6,0F
45,DF,FF,0D,81,64,7C,16
4A,D0,FF,0D,81,64,82,16
30,D1,FF,0D,81,64,82,16
AE,41,20,81,FD,11,F8,3D
DA,42,20,81,FD,11,F8,3D
87,D2,1F,0E,81,64,74,16
88,D3,1F,0E,81,64,64,16
C8,43,60,81,FD,15,F8,3D
00,D4,1F,0E,81,64,62,16
A8,36,60,81,FC,15,F8,3D
21,D6,FF,0D,81,64,56,16
21,37,60,81,FC,15,F8,3D
8B,D7,DF,0D,81,64,50,16
94,18,20,81,FC,11,F8,3D
A9,D8,DF,0D,81,64,50,16
52,A4,00,00,00,01,91,05
6F,D9,DF,0D,81,64,4E,16
44,19,20,81,FC,11,F8,3D
52,A5,00,00,32,00,0F,00
42,1A,20,81,FC,11,F8,3D
84,DA,DF,0D,81,64,50,16
55,DB,DF,0D,81,64,52,16
2C,1B,20,81,FC,11,F8,3D
93,1C,20,81,FC,11,F8,3D
3B,DC,DF,0D,81,64,5A,16
63,1D,20,81,FC,11,F8,3D
A1,DD,DF,CD,80,64,60,16
45,1E,20,81,FD,11,F8,3D
7F,DE,DF,CD,80,64,6A,16
9B,1F,20,81,FD,11,F8,3D
44,DF,DF,CD,80,64,74,16
52,AA,00,00,80,64,74,16
52,10,20,81,FD,11,F8,3D
78,D0,DF,CD,80,64,7A,16
52,AB,00,00,80,64,7A,16
85,D1,FF,CD,80,64,78,16
DA,11,20,81,FD,11,F8,3D
52,AC,BD,01,FA,14,0C,15
AE,12,20,81,FD,11,F8,3D
05,D2,FF,CD,80,64,72,16
52,AD,BD,01,80,64,72,16
0A,D3,FF,CD,80,64,62,16
2F,13,20,81,FD,11,F8,3D
B8,14,20,81,FC,11,F8,3D
FD,D4,FF,CD,80,64,5C,16
52,AF,00,00,0C,00,83,14
C3,15,20,81,FC,11,F8,3D
AF,D5,FF,CD,80,64,58,16
52,A0,32,01,00,00,46,04
50,16,20,81,FC,11,F8,3D
50,D6,DF,CD,80,64,56,16
52,A1,32,01,02,00,00,10
59,D7,DF,CD,80,64,54,16
D9,17,20,81,FC,11,F8,3D
52,A2,00,00,96,DE,59,0F
2C,18,E0,80,FC,0D,F8,3D
5A,D8,DF,8D,80,64,56,16
FC,19,E0,80,FC,0D,F8,3D
28,D9,DF,8D,80,64,56,16
FA,1A,E0,80,FC,0D,F8,3D
23,DA,DF,8D,80,64,58,16
F2,DB,DF,8D,80,64,5A,16
94,1B,E0,80,FC,0D,F8,3D
2B,1C,E0,80,FC,0D,F8,3D
EC,DC,DF,8D,80,64,5A,16
EC,DD,DF,8D,80,64,68,16
DB,1D,E0,80,FC,0D,F8,3D
D2,DE,DF,8D,80,64,72,16
FD,1E,E0,80,FD,0D,F8,3D
52,A9,FC,01,00,00,00,00
2D,DF,DF,8D,80,64,7A,16
23,1F,E0,80,FD,0D,F8,3D
EA,10,E0,80,FD,0D,F8,3D
1A,D0,DF,8D,80,64,80,16
62,11,E0,80,FD,0D,F8,3D
E7,D1,FF,8D,80,64,82,16
52,AC,33,01,00,00,67,FF
85,12,A0,80,FD,09,F8,3D
1C,D2,FF,8D,80,64,74,16
2F,D3,1F,8E,80,64,6C,16
04,13,A0,80,FD,09,F8,3D
D7,D4,1F,8E,80,64,62,16
3E,14,A0,80,FD,09,F8,3D
D5,D5,FF,8D,80,64,64,16
E8,15,A0,80,FC,09,F8,3D
AD,D6,FF,8D,80,64,68,16
7B,16,A0,80,FC,09,F8,3D
5F,17,A0,80,FD,09,F8,3D
80,D7,FF,8D,80,64,6C,16
12,18,A0,80,FD,09,F8,3D
0A,D8,FF,8D,80,64,70,16
40,D9,FF,8D,80,64,74,16
C2,19,A0,80,FD,09,F8,3D
AA,1B,A0,80,FD,09,F8,3D
51,DB,FF,8D,80,64,5E,16
B8,1C,A0,80,FC,09,F8,3D
53,DC,FF,8D,80,64,5C,16
52,A7,7F,01,6A,01,0E,00
48,1D,A0,80,FC,09,F8,3D
07,DD,FF,8D,80,64,60,16
C3,1E,A0,80,FC,09,F8,3D
0E,DE,FF,4D,80,64,72,16
ED,DF,FF,4D,80,64,78,16
B0,1F,A0,80,FD,09,F8,3D
79,10,A0,80,FD,09,F8,3D
99,D0,FF,4D,80,64,7A,16
52,AB,41,01,FF,00,00,02
DB,D1,FF,4D,80,64,7E,16
F1,11,A0,80,FD,09,F8,3D
43,D2,1F,4E,80,64,7A,16
C0,D3,1F,4E,80,64,70,16
8C,D4,1F,4E,80,64,60,16
E9,D5,1F,4E,80,64,50,16
B1,D6,FF,4D,80,64,56,16
53,D7,DF,4D,80,64,5C,16
F2,17,A0,80,FC,09,F8,3D
52,A2,00,00,04,00,00,00
12,D8,DF,4D,80,64,66,16
1D,08,A0,80,FC,09,F8,3D
60,09,A0,80,FD,09,F8,3D
B8,D9,DF,4D,80,64,72,16
52,A3,FE,01,80,64,72,16
52,A4,FE,01,00,08,FF,01
66,0A,A0,80,FD,09,F8,3D
53,DA,FF,4D,80,64,80,16
C1,DB,FF,4D,80,64,7A,16
23,0B,60,80,FD,09,F8,3D
52,A5,00,00,FD,09,F8,3D
8F,DC,1F,4E,80,64,78,16
2D,0C,60,80,FD,05,F8,3D
52,A6,00,00,FD,05,F8,3D
C8,DD,1F,4E,80,64,76,16
47,0D,A0,80,FD,09,F8,3D
52,A7,44,01,01,00,4F,DB
CC,0E,A0,80,FD,09,F8,3D
42,DE,1F,4E,80,64,72,16
52,A8,44,01,F0,A7,80,88
12,0F,A0,80,FD,09,F8,3D
E9,DF,1F,4E,80,64,74,16
52,A9,00,00,01,00,6B,DB
DB,00,A0,80,FD,09,F8,3D
A5,D0,1F,4E,80,64,72,16
52,AA,00,00,81,59,40,00
53,01,A0,80,FD,09,F8,3D
77,D1,1F,4E,80,64,6E,16
52,AB,01,01,40,25,00,00
BD,02,60,80,FD,05,F8,3D
33,D2,1F,4E,80,64,72,16
52,AC,01,01,00,00,F6,03
3C,03,60,80,FD,05,F8,3D
18,D3,1F,4E,80,64,64,16
52,AD,00,00,3A,6C,90,0F
A7,D4,1F,4E,80,64,56,16
AB,04,60,80,FC,05,F8,3D
52,AE,00,00,00,00,40,14
D9,06,A0,80,FC,09,F8,3D
A2,D6,FF,4D,80,64,64,16
52,A0,FE,01,02,00,00,10
CA,07,60,80,FC,05,F8,3D
E3,D7,FF,4D,80,64,6A,16
B0,08,A0,80,FD,09,F8,3D
75,D8,FF,4D,80,64,74,16
56,D9,FF,0D,80,64,7E,16
4A,DA,FF,0D,80,64,86,16
08,0B,A0,80,FD,09,F8,3D
9F,DB,1F,0E,80,64,88,16
B2,DC,1F,0E,80,64,78,16
52,A6,00,00,4B,00,63,08
DD,0D,60,80,FD,05,F8,3D
DA,DD,3F,0E,80,64,68,16
E0,DE,1F,0E,80,64,5A,16
FB,0E,60,80,FC,05,F8,3D
25,0F,60,80,FC,05,F8,3D
73,DF,1F,0E,80,64,58,16
52,A9,C2,01,C0,00,00,00
76,00,A0,80,FC,09,F8,3D
03,D0,FF,0D,80,64,56,16
52,AA,C2,01,4B,00,63,08
FE,01,A0,80,FC,09,F8,3D
09,D1,FF,0D,80,64,5E,16
8A,02,A0,80,FC,09,F8,3D
CE,D2,FF,0D,80,64,68,16
89,D3,FF,0D,80,64,74,16
25,D4,FF,0D,80,64,74,16
06,04,60,80,FD,05,F8,3D
52,AE,3D,01,4B,00,63,08
7D,05,60,80,FD,05,F8,3D
77,D5,FF,0D,80,64,70,16
EE,06,60,80,FD,05,F8,3D
87,D6,1F,0E,80,64,6A,16
B6,D7,1F,0E,80,64,6C,16
67,07,60,80,FD,05,F8,3D
20,D8,1F,0E,80,64,72,16
52,A2,56,01,4B,00,63,08
3E,D9,1F,0E,80,64,78,16
52,A3,00,00,00,00,00,80
FC,0A,60,80,FD,05,F8,3D
7D,DA,1F,0E,80,64,7A,16
EF,DB,1F,0E,80,64,80,16
92,0B,60,80,FD,05,F8,3D
6A,DC,1F,0E,80,64,6C,16
70,0D,60,80,FC,05,F8,3D
8A,DD,1F,0E,80,64,4E,16
52,A7,01,01,FF,00,01,02
C6,DE,1F,0E,80,64,3E,16
52,A8,01,01,FF,00,01,02
51,DF,FF,0D,80,64,30,16
EC,00,60,80,FC,05,F8,3D
5C,D0,DF,0D,80,64,40,16
D4,D1,BF,0D,80,64,48,16
E0,D2,BF,0D,80,64,5C,16
10,02,60,80,FC,05,F8,3D
E0,D3,BF,0D,80,64,7C,16
E1,D4,DF,0D,80,64,8E,16
A4,D5,FF,0D,80,64,90,16
D8,D6,1F,0E,80,64,90,16
52,AF,4C,01,80,64,90,16
B6,D7,3F,0E,80,64,80,16
52,A0,00,00,80,64,80,16
2A,08,60,80,FD,05,F8,3D
0F,D8,3F,0E,80,64,6C,16
52,A1,00,00,80,64,6C,16
1E,D9,3F,0E,80,64,56,16
FA,09,60,80,FD,05,F8,3D
52,A2,40,01,FD,05,F8,3D
70,DB,FF,0D,80,64,60,16
3F,0B,60,80,FC,05,F8,3D
80,0C,60,80,FC,05,F8,3D
4A,DC,FF,0D,80,64,66,16
1E,DD,FF,0D,80,64,5A,16
52,A6,BF,01,E6,00,02,00
B0,DE,FF,0D,80,64,58,16
52,A7,BF,01,F0,AB,80,88
3F,DF,FF,0D,80,64,58,16
52,A8,00,00,FD,39,C7,0F
4B,D0,FF,0D,80,64,5A,16
64,01,60,80,FC,05,F8,3D
52,D1,FF,0D,80,64,60,16
52,AA,31,01,00,00,6A,00
A2,D2,FF,0D,80,64,62,16
52,AB,31,01,00,00,40,14
69,D3,FF,0D,80,64,64,16
B5,D4,FF,0D,80,64,6C,16
DF,D5,FF,0D,80,64,6C,16
CB,D6,FF,0D,80,64,6A,16
96,D7,FF,0D,80,64,66,16
52,A0,82,01,88,04,74,7A
E4,D8,1F,0E,80,64,64,16
FA,D9,1F,0E,80,64,6E,16
15,DA,FF,0D,80,64,7C,16
D3,DB,FF,0D,80,64,88,16
E9,DC,FF,0D,80,64,8E,16
52,A5,7D,01,C0,00,00,00
1E,DD,1F,0E,80,64,92,16
56,0E,60,80,FD,05,F8,3D
BB,DE,3F,0E,80,64,88,16
07,DF,3F,0E,80,64,78,16
88,0F,60,80,FD,05,F8,3D
E3,D0,3F,0E,80,64,62,16
41,00,60,80,FD,05,F8,3D
52,A9,39,01,00,00,00,00
9D,D1,1F,0E,80,64,4A,16
CA,D2,FF,CD,7F,64,28,16
FF,F2,5F,80,FC,FD,F7,3D
7E,F3,5F,80,FC,FD,F7,3D
CA,D3,FF,CD,7F,64,08,16
71,D4,DF,8D,7E,64,0A,16
80,84,5F,80,FC,E9,07,3E
B9,85,1F,7F,FC,E1,07,3E
98,D5,9F,0D,7E,64,1A,16
52,AE,00,01,02,09,40,82
2A,86,1F,7F,FC,E1,07,3E
50,D6,7F,0D,7E,64,16,16
45,D7,7F,4D,7C,64,1A,16
91,87,1F,7E,FC,C5,07,3E
A7,D8,9F,4D,7C,64,12,16
DC,88,1F,7E,FC,C5,07,3E
52,A1,00,00,FF,00,02,02
A5,D9,9F,CD,7B,64,16,16
EB,89,5F,7C,FC,BD,07,3E
52,A2,FF,01,FF,00,02,02
3C,7A,DF,7B,FC,A9,07,3E
B2,DA,9F,8D,7A,64,02,16
52,A3,FF,01,00,01,84,05
52,7B,DF,7B,FC,A9,07,3E
D4,DB,9F,8D,7A,64,E8,15
4E,AC,DF,7A,FC,A9,07,3E
5E,DC,7F,4D,79,64,C6,15
A4,DD,5F,4D,79,64,AC,15
BE,AD,DF,7A,FC,A9,07,3E
2F,80,5F,7B,FC,A9,07,3E
E5,D0,FF,4C,79,64,2A,15
52,A9,C2,01,24,05,3F,05
79,D1,DF,4C,79,64,F6,14
A7,81,5F,7B,FC,A9,07,3E
4F,72,5F,7B,FC,A9,07,3E
F3,D2,9F,4C,79,64,CE,14
52,AA,C2,01,79,64,CE,14
D7,73,1F,7B,FC,A9,07,3E
E8,D3,1F,4C,79,64,BA,14
52,AB,00,00,EF,14,ED,14
ED,74,1F,7B,FC,A9,07,3E
82,D4,DF,4B,79,64,D2,14
52,AC,00,00,79,64,D2,14
F0,D5,BF,0B,79,64,FE,14
F0,75,9F,7A,FC,A9,07,3E
52,AD,3D,01,F6,14,E8,14
C1,66,9F,7A,FC,A9,07,3E
F5,D6,BF,0B,79,64,2E,15
52,AE,3D,01,F0,97,80,88
E7,D7,BF,CB,78,64,6C,15
48,67,9F,7A,FC,A9,07,3E
52,AF,00,00,BC,0F,00,00
F3,D8,FF,CB,78,64,9E,15
FB,58,5F,7A,FD,A5,07,3E
0C,59,5F,7A,FD,A5,F7,3D
CE,D9,3F,8C,78,64,E8,15
A8,4A,5F,7A,FD,A5,F7,3D
6F,DA,5F,8C,78,64,26,16
FF,DB,BF,8C,78,64,64,16
C6,4B,5F,7A,FD,A5,F7,3D
EA,4C,1F,7A,FD,A1,F7,3D
00,DC,3F,8D,78,64,8A,16
1A,4D,1F,7A,FD,A1,F7,3D
89,DD,7F,8D,78,64,A0,16
8E,3E,1F,7A,FD,A1,F7,3D
56,DE,DF,8D,78,64,B6,16
32,DF,FF,8D,78,64,BE,16
7B,3F,1F,7A,FD,9D,F7,3D
0A,D0,1F,8E,78,64,BC,16
10,20,1F,7A,FD,9D,F7,3D
F9,D1,5F,8E,78,64,A4,16
4F,21,DF,79,FD,9D,F7,3D
F2,12,DF,79,FD,9D,F7,3D
FA,D2,5F,8E,78,64,84,16
52,AA,00,00,1F,00,00,00
E2,D3,5F,8E,78,64,62,16
73,13,DF,79,FD,9D,F7,3D
AD,D4,3F,8E,78,64,3A,16
EB,04,DF,79,FD,9D,F7,3D
52,AC,7C,01,C0,00,00,00
AB,D5,FF,8D,78,64,14,16
90,05,DF,79,FD,9D,F7,3D
24,06,DF,79,FC,99,F7,3D
35,D6,BF,8D,78,64,FC,15
5B,D7,9F,8D,78,64,EC,15
B4,07,9F,79,FC,99,F7,3D
91,F8,9E,79,FC,99,F7,3D
A5,D8,7F,8D,78,64,E6,15
74,D9,5F,8D,78,64,E2,15
D2,F9,DE,79,FC,9D,F7,3D
30,DB,3F,8D,78,64,EC,15
BA,FB,DE,79,FC,9D,F7,3D
52,A3,00,00,3E,FE,1F,01
A7,EC,DE,79,FC,9D,F7,3D
EA,DC,3F,8D,78,64,FA,15
57,ED,DE,79,FC,9D,F7,3D
AE,DD,3F,8D,78,64,02,16
DC,EE,DE,79,FC,9D,F7,3D
FC,DE,3F,8D,78,64,12,16
E2,DF,5F,8D,78,64,20,16
AF,EF,DE,79,FD,9D,F7,3D
C2,D0,5F,8D,78,64,2C,16
AF,D0,DE,79,FD,9D,F7,3D
27,D1,DE,79,FD,9D,F7,3D
3F,D1,7F,8D,78,64,2E,16
C0,D2,9E,79,FD,99,F7,3D
D3,D2,7F,8D,78,64,2E,16
C4,D3,9F,8D,78,64,22,16
41,D3,9E,79,FD,99,F7,3D
67,D4,9F,8D,78,64,12,16
D9,C4,9E,79,FD,99,F7,3D
0F,C5,9E,79,FC,99,F7,3D
D5,D5,9F,8D,78,64,06,16
52,AD,00,01,FF,00,01,02
9C,C6,9E,79,FC,99,F7,3D
3A,D6,7F,8D,78,64,FA,15
15,C7,9E,79,FC,99,F7,3D
E0,D7,5F,8D,78,64,F4,15
FA,D8,5F,8D,78,64,F0,15
58,C8,9E,79,FC,99,F7,3D
88,C9,9E,79,FC,99,F7,3D
E4,D9,5F,8D,78,64,FA,15
91,BA,9E,79,FC,99,F7,3D
1D,DA,3F,8D,78,64,FC,15
FF,BB,9E,79,FC,99,F7,3D
BF,DB,3F,8D,78,64,00,16
40,BC,9E,79,FC,99,F7,3D
BD,DC,3F,8D,78,64,02,16
B0,BD,9E,79,FC,99,F7,3D
40,DD,5F,8D,78,64,08,16
52,A4,00,00,78,64,08,16
D6,DE,5F,8D,78,64,0E,16
96,BE,9E,79,FD,99,F7,3D
ED,DF,5F,8D,78,64,10,16
48,BF,9E,79,FD,99,F7,3D
52,A6,7E,01,FD,99,F7,3D
23,A0,9E,79,FD,99,F7,3D
99,D0,5F,8D,78,64,12,16
AB,A1,9E,79,FD,99,F7,3D
FF,D1,5F,8D,78,64,10,16
52,A8,00,00,84,0F,00,00
DF,A2,9E,79,FD,99,F7,3D
BB,D2,5F,8D,78,64,0C,16
52,A9,00,00,81,1F,00,00
6C,D3,5F,8D,78,64,08,16
5E,A3,9E,79,FD,99,F7,3D
52,AA,38,01,E6,00,02,00
AD,94,9E,79,FD,99,F7,3D
C3,D4,5F,8D,78,64,FE,15
52,AB,38,01,F0,73,80,88
C5,D5,5F,8D,78,64,F4,15
7B,95,9E,79,FC,99,F7,3D
52,AC,00,00,D4,95,36,0F
E8,96,9E,79,FC,99,F7,3D
41,D6,5F,8D,78,64,EA,15
FD,D7,3F,8D,78,64,DC,15
61,97,9E,79,FC,99,F7,3D
52,AE,80,01,E1,06,00,0D
DF,D8,3F,8D,78,64,DC,15
2C,98,9E,79,FC,99,F7,3D
FC,99,9E,79,FC,99,F7,3D
0E,D9,1F,8D,78,64,D8,15
69,DA,1F,8D,78,64,DC,15
58,8A,9E,79,FC,99,F7,3D
36,8B,9E,79,FC,99,F7,3D
B8,DB,1F,8D,78,64,DE,15
89,8C,9E,79,FC,99,F7,3D
FD,DC,1F,8D,78,64,E0,15
79,8D,9E,79,FC,99,F7,3D
EE,DD,1F,8D,78,64,E0,15
F2,8E,9E,79,FC,99,F7,3D
40,DE,1F,8D,78,64,E2,15
E5,80,9E,79,FC,99,F7,3D
BB,D0,1F,8D,78,64,E0,15
C1,D1,1F,8D,78,64,E0,15
6D,81,9E,79,FC,99,F7,3D
19,82,9E,79,FC,99,F7,3D
2D,D2,1F,8D,78,64,E0,15
98,83,9E,79,FC,99,F7,3D
99,D3,1F,8D,78,64,DE,15
29,D4,1F,8D,78,64,DC,15
3E,74,9E,79,FC,99,F7,3D
45,75,9E,79,FC,99,F7,3D
67,D5,1F,8D,78,64,DA,15
1F,D6,1F,8D,78,64,D6,15
D6,76,9E,79,FC,99,F7,3D
86,D7,1F,8D,78,64,CC,15
5F,77,9E,79,FC,99,F7,3D
12,78,9E,79,FC,99,F7,3D
F0,D8,1F,8D,78,64,C2,15
E8,D9,FF,8C,78,64,BA,15
C2,79,9E,79,FC,99,F7,3D
52,A0,7F,01,00,00,24,01
C4,7A,9E,79,FC,99,F7,3D
FF,DA,FF,8C,78,64,B6,15
AA,7B,9E,79,FC,99,F7,3D
32,DB,FF,8C,78,64,B6,15
52,A2,00,00,D4,FE,24,01
2C,DC,FF,8C,78,64,B6,15
15,7C,9E,79,FC,99,F7,3D
E5,7D,9E,79,FC,99,F7,3D
77,DD,FF,8C,78,64,BA,15
CC,6E,9E,79,FC,99,F7,3D
C5,DE,FF,8C,78,64,BA,15
6E,DF,FF,8C,78,64,BC,15
12,6F,9E,79,FC,99,F7,3D
1A,D0,FF,8C,78,64,BE,15
DB,60,9E,79,FC,99,F7,3D
D6,D1,FF,8C,78,64,C2,15
53,61,9E,79,FC,99,F7,3D
02,D2,FF,8C,78,64,C6,15
27,62,9E,79,FC,99,F7,3D
ED,D3,FF,8C,78,64,C6,15
A6,63,9E,79,FC,99,F7,3D
9C,64,9E,79,FC,99,F7,3D
5D,D4,FF,8C,78,64,C4,15
0F,D5,FF,8C,78,64,C0,15
E7,65,9E,79,FC,99,F7,3D
AD,D6,FF,8C,78,64,BA,15
74,66,9E,79,FC,99,F7,3D
D4,D7,FF,8C,78,64,B0,15
52,AD,7E,01,78,64,B0,15
FD,67,9E,79,FC,99,F7,3D
B0,68,9E,79,FC,99,F7,3D
7A,D8,FF,8C,78,64,AA,15
23,D9,FF,8C,78,64,9C,15
60,69,9E,79,FC,99,F7,3D
AF,5A,9E,79,FC,99,F7,3D
E7,DA,DF,8C,78,64,9C,15
52,A0,00,00,78,64,9C,15
0E,DB,DF,8C,78,64,9A,15
C1,5B,9E,79,FC,99,F7,3D
52,A1,37,01,40,25,00,00
7E,5C,9E,79,FC,99,F7,3D
34,DC,DF,8C,78,64,9C,15
52,A2,37,01,78,64,9C,15
8E,5D,9E,79,FC,99,F7,3D
3B,DD,DF,8C,78,64,9E,15
05,5E,9E,79,FC,99,F7,3D
EA,DE,DF,8C,78,64,A4,15
52,A4,00,00,81,3C,00,00
79,DF,DF,8C,78,64,A6,15
DB,5F,9E,79,FC,99,F7,3D
52,A5,81,01,E6,00,02,00
12,50,9E,79,FC,99,F7,3D
29,D0,DF,8C,78,64,A2,15
52,A6,81,01,02,00,00,10
9A,51,9E,79,FC,99,F7,3D
53,D1,DF,8C,78,64,A2,15
52,A7,00,00,00,00,6E,02
EE,52,9E,79,FC,99,F7,3D
E4,D2,DF,8C,78,64,9C,15
0B,D3,DF,8C,78,64,9C,15
6F,53,9E,79,FC,99,F7,3D
2E,55,9E,79,FC,99,F7,3D
CD,D5,DF,8C,78,64,9C,15
52,AB,00,00,00,00,71,FF
BD,56,9E,79,FC,99,F7,3D
91,D6,DF,8C,78,64,96,15
84,D7,DF,8C,78,64,96,15
34,57,9E,79,FC,99,F7,3D
79,58,9E,79,FC,99,F7,3D
A6,D8,DF,8C,78,64,96,15
52,AE,31,01,0F,00,7A,3F
A9,59,9E,79,FC,99,F7,3D
02,D9,BF,8C,78,64,98,15
15,DA,BF,8C,78,64,94,15
FC,DB,BF,8C,78,64,92,15
DC,4C,9E,79,FC,99,F7,3D
C6,DC,BF,8C,78,64,94,15
52,A2,00,00,00,00,00,20
2C,4D,9E,79,FC,99,F7,3D
C9,DD,BF,8C,78,64,96,15
52,A3,C0,01,2F,0F,33,0F
A7,4E,9E,79,FC,99,F7,3D
7B,DE,BF,8C,78,64,96,15
52,A4,C0,01,0C,21,20,00
