b0,b1,b2,b3,b4,b5,b6,b7
46,DB,5F,8A,7F,64,F4,11
6F,DD,5F,8A,7F,64,F2,11
DD,DE,5F,8A,7F,64,F2,11
76,DF,5F,8A,7F,64,F4,11
02,D0,5F,8A,7F,64,F6,11
14,D1,5F,8A,7F,64,FC,11
E4,D2,5F,8A,7F,64,FE,11
17,D3,5F,8A,7F,64,FC,11
99,D4,5F,CA,7F,64,08,12
7F,D5,5F,CA,7F,64,12,12
BA,D6,5F,0A,80,64,12,12
8E,D7,5F,4A,80,64,10,12
DC,D8,5F,4A,80,64,18,12
CD,D9,5F,4A,80,64,22,12
C9,DA,5F,8A,80,64,20,12
20,DB,5F,8A,80,64,26,12
4E,DC,5F,8A,80,64,2E,12
F5,DD,5F,8A,80,64,32,12
7A,DE,5F,CA,80,64,32,12
D1,DF,5F,CA,80,64,34,12
F1,D0,5F,CA,80,64,38,12
7D,D1,5F,0A,81,64,3A,12
F8,D2,5F,4A,81,64,34,12
9B,D3,5F,4A,81,64,2E,12
54,D4,5F,8A,81,64,28,12
52,D5,5F,4A,81,64,1E,12
D9,D6,5F,8A,81,64,0C,12
BC,D7,5F,8A,81,64,04,12
A6,D8,5F,8A,81,64,00,12
F0,D9,5F,8A,81,64,06,12
6E,DA,5F,CA,81,64,14,12
CF,DB,5F,CA,81,64,1E,12
E9,DC,5F,CA,81,64,1A,12
85,DD,5F,CA,81,64,22,12
7F,DE,5F,CA,81,64,2E,12
34,DF,5F,CA,81,64,38,12
78,D0,5F,CA,81,64,3E,12
B8,D2,5F,CA,81,64,52,12
98,D3,7F,CA,81,64,5C,12
3B,D4,7F,CA,81,64,6C,12
89,D5,7F,CA,81,64,78,12
81,D6,7F,CA,81,64,7C,12
F3,D7,7F,CA,81,64,82,12
31,D8,7F,CA,81,64,92,12
33,D9,7F,CA,81,64,9A,12
54,DA,7F,CA,81,64,9E,12
C2,DB,7F,CA,81,64,A0,12
C0,DC,7F,CA,81,64,A2,12
13,DD,9F,CA,81,64,AA,12
15,DE,9F,CA,81,64,B4,12
CE,DF,9F,CA,81,64,BA,12
EE,D0,9F,CA,81,64,B6,12
C0,D1,9F,CA,81,64,B8,12
9A,D2,9F,CA,81,64,C4,12
21,D3,9F,CA,81,64,CA,12
1D,D4,9F,CA,81,64,D2,12
84,D5,9F,0A,82,64,D8,12
A8,D6,9F,0A,82,64,DA,12
C2,D7,9F,0A,82,64,E2,12
A8,D8,9F,0A,82,64,EE,12
02,D9,9F,0A,82,64,FA,12
65,DA,9F,0A,82,64,FE,12
23,DB,9F,4A,82,64,04,13
46,DC,BF,4A,82,64,14,13
62,DD,BF,8A,82,64,1C,13
AF,DE,BF,8A,82,64,24,13
71,DF,BF,CA,82,64,2E,13
89,D0,BF,CA,82,64,36,13
69,D1,BF,0A,83,64,3E,13
46,D2,BF,4A,83,64,4E,13
71,D3,BF,4A,83,64,5A,13
BE,D4,BF,8A,83,64,5C,13
8F,D5,BF,8A,83,64,62,13
A1,D7,DF,CA,83,64,7C,13
8D,D8,DF,0A,84,64,80,13
8F,D9,DF,0A,84,64,88,13
78,DA,DF,0A,84,64,94,13
82,DB,DF,0A,84,64,A0,13
C8,DC,DF,0A,84,64,AE,13
57,DD,DF,0A,84,64,B4,13
95,DE,DF,0A,84,64,BC,13
F8,DF,DF,0A,84,64,CE,13
EB,D0,FF,0A,84,64,DE,13
CF,D1,FF,CA,83,64,E8,13
8B,D2,FF,CA,83,64,F4,13
14,D3,FF,CA,83,64,FC,13
4A,D4,FF,CA,83,64,0C,14
C0,D5,FF,CA,83,64,1C,14
E3,D6,FF,CA,83,64,2E,14
7A,D7,FF,CA,83,64,34,14
A6,D8,FF,CA,83,64,44,14
CC,D9,1F,CB,83,64,56,14
9C,DA,1F,CB,83,64,66,14
8C,DB,1F,8B,83,64,76,14
99,DC,1F,8B,83,64,82,14
ED,DD,3F,8B,83,64,90,14
50,DE,3F,8B,83,64,A0,14
8B,DF,3F,8B,83,64,AE,14
4B,D0,3F,8B,83,64,B2,14
5D,D2,5F,8B,83,64,D0,14
96,D3,5F,8B,83,64,D6,14
F5,D4,7F,8B,83,64,D8,14
A7,D5,7F,8B,83,64,DC,14
27,D6,9F,8B,83,64,DC,14
69,D7,9F,8B,83,64,E2,14
4B,D8,9F,8B,83,64,E2,14
46,D9,9F,8B,83,64,DA,14
05,DA,9F,8B,83,64,D8,14
F0,DB,9F,8B,83,64,DC,14
EB,DC,9F,CB,83,64,D8,14
94,DD,9F,CB,83,64,D2,14
8E,DE,9F,CB,83,64,CE,14
39,DF,9F,CB,83,64,CA,14
51,D0,9F,CB,83,64,CA,14
EB,D1,7F,CB,83,64,C2,14
AD,D2,7F,CB,83,64,BC,14
5E,D3,7F,CB,83,64,BE,14
60,D4,7F,CB,83,64,C4,14
42,D5,7F,CB,83,64,C8,14
DF,D6,7F,8B,83,64,D0,14
A6,D7,7F,8B,83,64,DA,14
DF,D8,7F,8B,83,64,E4,14
E1,D9,9F,8B,83,64,F6,14
2C,DA,9F,8B,83,64,0A,15
49,DB,9F,8B,83,64,16,15
8B,DC,BF,0B,84,64,26,15
8A,DD,DF,0B,84,64,3E,15
72,DE,DF,0B,84,64,50,15
33,DF,1F,CC,83,64,62,15
9F,D0,1F,CC,83,64,74,15
05,D1,3F,CC,83,64,88,15
B3,D2,5F,CC,83,64,9C,15
F0,D3,7F,CC,83,64,A8,15
F4,D4,7F,CC,83,64,B4,15
98,D5,9F,CC,83,64,C8,15
76,D7,DF,8C,83,64,E8,15
B4,D8,DF,8C,83,64,F8,15
2E,D9,FF,8C,83,64,06,16
69,DA,1F,8D,83,64,14,16
8F,DB,1F,8D,83,64,22,16
42,DC,3F,8D,83,64,2E,16
17,DD,5F,8D,83,64,38,16
CB,DE,5F,8D,83,64,50,16
B3,DF,7F,8D,83,64,5A,16
F0,D0,7F,8D,83,64,6C,16
99,D1,9F,8D,83,64,84,16
0E,D2,BF,0D,84,64,98,16
7E,D3,BF,0D,84,64,B0,16
B2,D4,DF,0D,84,64,C2,16
9B,D5,FF,0D,84,64,D6,16
2C,D6,1F,0E,84,64,F0,16
64,D7,3F,0E,84,64,02,17
87,D8,3F,CE,83,64,1C,17
CC,D9,5F,CE,83,64,32,17
CE,DA,7F,CE,83,64,46,17
3F,DB,9F,CE,83,64,5C,17
01,DC,BF,CE,83,64,72,17
BF,DD,DF,CE,83,64,80,17
C9,DE,DF,CE,83,64,96,17
5F,DF,1F,8F,83,64,A8,17
50,D0,3F,8F,83,64,BA,17
1E,D1,5F,0F,84,64,CA,17
AD,D2,7F,0F,84,64,DC,17
A3,D3,9F,8F,84,64,EA,17
BE,D4,DF,8F,84,64,F6,17
D0,D5,FF,0F,85,64,FA,17
A8,D6,1F,50,85,64,08,18
73,D7,5F,90,85,64,10,18
87,D8,7F,D0,85,64,18,18
76,D9,7F,10,86,64,1A,18
40,DA,BF,50,86,64,22,18
BC,DC,DF,50,87,64,22,18
34,DD,FF,90,87,64,1E,18
74,DE,1F,D1,87,64,28,18
C5,DF,FF,10,88,64,26,18
D8,D0,FF,50,88,64,2A,18
E5,D1,3F,51,88,64,2E,18
09,D2,3F,51,88,64,2E,18
52,D3,3F,51,88,64,30,18
B7,D4,5F,91,88,64,2A,18
DD,D5,5F,91,88,64,2A,18
FA,D6,7F,91,88,64,30,18
DC,D7,5F,91,88,64,2C,18
E2,D8,5F,91,88,64,2E,18
D7,D9,5F,51,88,64,2E,18
20,DA,5F,51,88,64,32,18
52,DB,7F,51,88,64,34,18
C0,DC,7F,51,88,64,2E,18
43,DD,7F,51,88,64,36,18
31,DE,9F,51,88,64,3E,18
2C,DF,9F,51,88,64,44,18
10,D0,9F,51,88,64,4A,18
FF,D1,DF,51,88,64,50,18
67,D2,3F,52,88,64,54,18
42,D3,5F,52,88,64,58,18
21,D4,7F,52,88,64,56,18
8B,D5,9F,52,88,64,5E,18
80,D7,9F,12,88,64,6C,18
16,D8,9F,12,88,64,72,18
14,D9,9F,12,88,64,7A,18
9C,DA,7F,12,88,64,84,18
19,DB,7F,12,88,64,88,18
8B,DC,7F,12,88,64,92,18
D0,DD,7F,12,88,64,9E,18
1D,DE,7F,12,88,64,A6,18
52,DF,9F,12,88,64,AE,18
00,D0,9F,D2,87,64,B0,18
CC,D1,9F,12,88,64,B4,18
20,D2,9F,12,88,64,B4,18
43,D3,9F,12,88,64,AE,18
7A,D4,9F,52,88,64,B2,18
09,D5,9F,12,88,64,B4,18
25,D6,9F,12,88,64,B6,18
78,D7,9F,12,88,64,BA,18
46,D8,9F,12,88,64,B8,18
7C,D9,9F,12,88,64,B4,18
1B,DA,9F,12,88,64,B0,18
46,DB,9F,12,88,64,A8,18
C8,DC,9F,12,88,64,B0,18
6F,DD,9F,12,88,64,AE,18
C1,DE,9F,12,88,64,AC,18
4E,DF,9F,12,88,64,AC,18
8E,D0,9F,12,88,64,B0,18
F4,D1,9F,12,88,64,B0,18
94,D2,9F,12,88,64,AA,18
7B,D3,9F,12,88,64,AA,18
F3,D4,9F,12,88,64,AC,18
99,D5,9F,12,88,64,AC,18
01,D6,9F,12,88,64,B0,18
2C,D7,9F,12,88,64,B4,18
5B,D8,3F,11,88,64,B4,18
29,D9,3F,11,88,64,B4,18
E6,DA,3F,11,88,64,AC,18
59,DC,3F,11,88,64,A6,18
E9,DD,1F,11,88,64,A2,18
47,DE,1F,11,88,64,A0,18
8F,DF,1F,11,88,64,9C,18
8B,D0,1F,11,88,64,96,18
59,D1,1F,11,88,64,8A,18
A2,D2,1F,11,88,64,7C,18
69,D3,1F,11,88,64,7A,18
A9,D4,1F,11,88,64,70,18
4F,D5,1F,11,88,64,6A,18
63,D6,1F,11,88,64,68,18
76,D7,1F,11,88,64,68,18
48,D8,1F,11,88,64,6A,18
26,D9,1F,11,88,64,68,18
D1,DA,1F,11,88,64,74,18
17,DB,1F,11,88,64,80,18
67,DC,1F,D1,87,64,90,18
67,DD,1F,D1,87,64,A2,18
45,DE,1F,D1,87,64,BA,18
34,DF,1F,D1,87,64,CA,18
98,D0,1F,D1,87,64,DC,18
CC,D1,1F,91,87,64,EE,18
1A,D2,1F,91,87,64,0E,19
09,D3,1F,91,87,64,1C,19
1E,D4,1F,91,87,64,32,19
AE,D5,1F,91,87,64,44,19
7E,D6,1F,91,87,64,54,19
5C,D7,1F,91,87,64,60,19
7E,D8,1F,91,87,64,60,19
60,D9,1F,91,87,64,6A,19
78,DA,1F,51,87,64,6A,19
B5,DB,1F,51,87,64,6A,19
AB,DC,1F,51,87,64,6A,19
A4,DD,1F,51,87,64,68,19
5E,DE,1F,51,87,64,64,19
AE,DF,1F,51,87,64,5C,19
BC,D1,1F,51,87,64,5C,19
68,D2,1F,51,87,64,58,19
BF,D3,1F,51,87,64,5C,19
54,D4,1F,51,87,64,60,19
76,D5,1F,51,87,64,6C,19
F2,D6,1F,51,87,64,72,19
B3,D7,1F,51,87,64,7C,19
32,D8,1F,51,87,64,94,19
6B,D9,1F,51,87,64,A2,19
A4,DA,1F,51,87,64,BA,19
07,DB,1F,51,87,64,D2,19
32,DC,1F,51,87,64,E4,19
DD,DD,1F,51,87,64,F6,19
54,DE,1F,51,87,64,04,1A
73,DF,1F,51,87,64,18,1A
14,D0,1F,51,87,64,28,1A
8E,D1,1F,51,87,64,38,1A
CD,D2,1F,11,87,64,42,1A
C2,D3,1F,11,87,64,52,1A
56,D4,1F,11,87,64,56,1A
04,D5,1F,11,87,64,52,1A
34,D6,1F,11,87,64,52,1A
21,D7,1F,11,87,64,52,1A
03,D8,1F,11,87,64,52,1A
71,D9,1F,11,87,64,52,1A
0A,DA,1F,11,87,64,54,1A
FD,DC,1F,11,87,64,52,1A
CA,DD,1F,11,87,64,54,1A
08,DE,1F,11,87,64,5C,1A
DC,DF,1F,11,87,64,62,1A
D8,D0,1F,11,87,64,68,1A
32,D1,1F,11,87,64,70,1A
E6,D2,1F,11,87,64,74,1A
15,D3,1F,11,87,64,76,1A
B2,D4,1F,11,87,64,82,1A
38,D5,1F,11,87,64,92,1A
78,D6,1F,11,87,64,9A,1A
55,D7,1F,11,87,64,9E,1A
40,D8,1F,11,87,64,AA,1A
86,D9,1F,11,87,64,B4,1A
8D,DA,1F,11,87,64,BA,1A
D2,DB,1F,11,87,64,C0,1A
6E,DC,1F,D1,86,64,CC,1A
F1,DD,1F,D1,86,64,D6,1A
74,DE,1F,D1,86,64,E2,1A
B3,DF,1F,D1,86,64,EE,1A
4B,D0,1F,D1,86,64,F6,1A
5D,D1,1F,D1,86,64,FC,1A
3F,D2,1F,D1,86,64,02,1B
98,D3,1F,D1,86,64,0E,1B
B8,D4,1F,D1,86,64,14,1B
E5,D5,1F,D1,86,64,20,1B
B9,D6,1F,D1,86,64,2A,1B
20,D7,1F,D1,86,64,30,1B
B6,D8,1F,D1,86,64,2E,1B
54,D9,1F,D1,86,64,36,1B
7B,DA,1F,D1,86,64,3E,1B
1C,DB,1F,D1,86,64,40,1B
F5,DC,3F,D1,86,64,4A,1B
DE,DD,3F,D1,86,64,4E,1B
D8,DE,3F,D1,86,64,50,1B
57,DF,3F,D1,86,64,50,1B
65,D1,5F,11,87,64,5C,1B
95,D2,5F,11,87,64,5E,1B
19,D3,5F,11,87,64,64,1B
D9,D4,5F,11,87,64,6E,1B
3F,D5,5F,11,87,64,74,1B
88,D6,7F,11,87,64,76,1B
B7,D7,7F,51,87,64,80,1B
DD,D8,7F,51,87,64,8C,1B
8F,D9,9F,51,87,64,94,1B
97,DA,9F,51,87,64,A8,1B
BA,DB,9F,51,87,64,B8,1B
0E,DC,9F,51,87,64,C6,1B
FD,DD,9F,51,87,64,D6,1B
84,DE,9F,51,87,64,F0,1B
C1,DF,9F,51,87,64,04,1C
A2,D0,BF,51,87,64,1C,1C
47,D1,BF,51,87,64,34,1C
01,D2,BF,51,87,64,4A,1C
0E,D3,BF,51,87,64,5A,1C
89,D4,BF,51,87,64,6C,1C
9D,D5,DF,51,87,64,7E,1C
BA,D6,DF,51,87,64,88,1C
07,D7,DF,51,87,64,94,1C
71,D8,DF,51,87,64,9A,1C
BC,D9,FF,51,87,64,9C,1C
AB,DA,FF,51,87,64,90,1C
7A,DB,FF,51,87,64,92,1C
4B,DC,DF,51,87,64,8C,1C
60,DD,DF,51,87,64,88,1C
01,DE,FF,51,87,64,84,1C
6A,DF,DF,91,87,64,80,1C
09,D0,DF,91,87,64,74,1C
DB,D1,DF,91,87,64,68,1C
A7,D2,DF,91,87,64,70,1C
E0,D3,DF,91,87,64,6C,1C
E4,D4,DF,91,87,64,70,1C
AA,D5,DF,91,87,64,76,1C
D2,D6,DF,91,87,64,7A,1C
E3,D7,DF,91,87,64,7C,1C
82,D8,DF,91,87,64,84,1C
9C,D9,DF,91,87,64,8E,1C
3F,DA,DF,91,87,64,9C,1C
5E,DB,FF,91,87,64,A8,1C
98,DC,FF,91,87,64,BC,1C
51,DD,FF,91,87,64,CA,1C
57,DE,FF,91,87,64,D4,1C
9F,DF,FF,91,87,64,E8,1C
43,D0,FF,91,87,64,F6,1C
FB,D1,1F,92,87,64,08,1D
EB,D2,1F,92,87,64,1A,1D
43,D3,1F,92,87,64,26,1D
A7,D4,1F,92,87,64,2A,1D
FE,D5,3F,92,87,64,36,1D
BE,D6,3F,92,87,64,3E,1D
71,D7,3F,92,87,64,48,1D
DF,D8,3F,92,87,64,52,1D
AD,D9,3F,92,87,64,52,1D
D6,DA,3F,92,87,64,54,1D
E7,DB,3F,92,87,64,46,1D
3D,DC,3F,92,87,64,50,1D
2E,DD,3F,92,87,64,50,1D
A4,DE,3F,92,87,64,54,1D
5B,DF,3F,92,87,64,5C,1D
0E,D1,3F,92,87,64,60,1D
28,D2,5F,92,87,64,6C,1D
57,D3,5F,92,87,64,74,1D
97,D4,5F,92,87,64,7E,1D
D2,D5,5F,92,87,64,8C,1D
26,D6,5F,92,87,64,9A,1D
4C,D7,5F,92,87,64,A2,1D
A1,D8,7F,92,87,64,AC,1D
85,D9,7F,92,87,64,C0,1D
92,DA,7F,92,87,64,CC,1D
9B,DB,7F,92,87,64,DA,1D
8A,DC,7F,92,87,64,EA,1D
09,DD,7F,92,87,64,F2,1D
BB,DE,7F,92,87,64,F2,1D
A3,DF,9F,92,87,64,02,1E
A7,D0,9F,92,87,64,08,1E
4D,D1,9F,92,87,64,10,1E
D1,D2,9F,92,87,64,18,1E
06,D3,9F,92,87,64,1C,1E
FE,D4,9F,92,87,64,12,1E
AC,D5,9F,92,87,64,16,1E
80,D6,9F,92,87,64,14,1E
DD,D7,9F,92,87,64,18,1E
C7,D8,9F,92,87,64,1C,1E
B5,D9,9F,92,87,64,1C,1E
EA,DA,9F,92,87,64,1C,1E
C3,DB,BF,92,87,64,24,1E
AD,DC,BF,92,87,64,2C,1E
66,DD,BF,92,87,64,38,1E
46,DE,BF,92,87,64,42,1E
81,DF,BF,92,87,64,4E,1E
79,D0,BF,92,87,64,56,1E
34,D1,BF,92,87,64,62,1E
24,D2,BF,92,87,64,70,1E
E4,D3,BF,92,87,64,82,1E
A8,D4,BF,92,87,64,92,1E
37,D6,DF,92,87,64,AE,1E
FA,D7,DF,92,87,64,BA,1E
85,D8,FF,92,87,64,CE,1E
67,D9,FF,92,87,64,D6,1E
38,DA,FF,52,87,64,EA,1E
06,DB,FF,92,87,64,F4,1E
0B,DC,FF,52,87,64,FA,1E
AE,DD,FF,52,87,64,00,1F
6C,DE,FF,52,87,64,08,1F
1B,DF,1F,53,87,64,0A,1F
8F,D0,1F,53,87,64,18,1F
E9,D1,1F,53,87,64,1A,1F
05,D2,1F,53,87,64,1A,1F
9A,D3,1F,53,87,64,12,1F
62,D4,1F,53,87,64,1C,1F
53,D5,1F,53,87,64,22,1F
13,D6,1F,53,87,64,2A,1F
AE,D7,1F,53,87,64,36,1F
67,D8,3F,53,87,64,3E,1F
09,D9,3F,53,87,64,3C,1F
00,DA,3F,53,87,64,50,1F
E9,DB,3F,53,87,64,56,1F
F8,DC,3F,53,87,64,66,1F
5F,DD,3F,53,87,64,78,1F
96,DE,3F,53,87,64,84,1F
05,DF,3F,53,87,64,86,1F
C5,D0,3F,53,87,64,9A,1F
E4,D1,3F,53,87,64,A4,1F
E8,D2,3F,53,87,64,B4,1F
43,D3,5F,53,87,64,C0,1F
D7,D4,5F,53,87,64,C4,1F
F5,D5,5F,53,87,64,C8,1F
FD,D6,5F,53,87,64,CC,1F
78,D7,5F,53,87,64,D4,1F
2A,D8,5F,53,87,64,DC,1F
44,D9,5F,53,87,64,DE,1F
4D,DB,7F,53,87,64,DE,1F
14,DC,7F,53,87,64,E2,1F
53,DD,7F,53,87,64,EC,1F
55,DE,7F,53,87,64,F2,1F
8E,DF,7F,53,87,64,FC,1F
C2,D0,7F,53,87,64,FA,1F
CC,D1,7F,53,87,64,00,20
18,D2,7F,53,87,64,04,20
9B,D3,7F,53,87,64,0E,20
CB,D4,7F,53,87,64,1C,20
FA,D5,7F,53,87,64,22,20
EE,D6,7F,53,87,64,24,20
3F,D7,7F,53,87,64,32,20
6D,D8,7F,53,87,64,3A,20
E1,D9,7F,53,87,64,4A,20
D6,DA,9F,53,87,64,5E,20
64,DB,9F,53,87,64,66,20
37,DC,9F,13,87,64,6E,20
D8,DD,9F,13,87,64,7C,20
29,DE,9F,13,87,64,84,20
62,DF,9F,13,87,64,92,20
42,D0,9F,13,87,64,9E,20
E4,D1,BF,13,87,64,A2,20
14,D2,BF,13,87,64,A0,20
AF,D3,BF,13,87,64,AE,20
AB,D4,BF,13,87,64,B2,20
0F,D6,BF,13,87,64,C2,20
06,D7,BF,13,87,64,C0,20
38,D8,BF,13,87,64,C2,20
26,D9,BF,13,87,64,C8,20
CD,DA,BF,13,87,64,D6,20
5B,DB,BF,13,87,64,E8,20
C9,DC,BF,13,87,64,F2,20
58,DD,DF,13,87,64,F2,20
86,DE,DF,13,87,64,F8,20
2D,DF,DF,13,87,64,FE,20
EF,D0,DF,13,87,64,06,21
69,D1,DF,13,87,64,14,21
99,D2,DF,13,87,64,16,21
22,D3,DF,13,87,64,18,21
C9,D4,DF,13,87,64,24,21
F7,D5,DF,13,87,64,2A,21
3B,D6,DF,13,87,64,38,21
BC,D7,DF,13,87,64,42,21
9E,D8,DF,13,87,64,42,21
C8,D9,DF,13,87,64,44,21
44,DA,FF,13,87,64,48,21
19,DB,FF,13,87,64,50,21
77,DC,FF,13,87,64,58,21
78,DD,FF,13,87,64,5A,21
82,DE,FF,13,87,64,56,21
7D,DF,FF,13,87,64,5E,21
15,D0,FF,13,87,64,5E,21
9C,D1,FF,13,87,64,7C,21
43,D2,FF,13,87,64,8C,21
AC,D3,FF,13,87,64,8C,21
1C,D4,FF,13,87,64,8E,21
96,D5,FF,13,87,64,9E,21
5F,D6,FF,D3,86,64,AC,21
92,D7,FF,D3,86,64,B8,21
1A,D8,FF,D3,86,64,C6,21
37,D9,1F,D4,86,64,CC,21
3A,DB,1F,D4,86,64,E4,21
FC,DC,1F,D4,86,64,F0,21
A7,DD,1F,D4,86,64,FC,21
5E,DE,1F,D4,86,64,06,22
CD,DF,1F,D4,86,64,04,22
7D,D0,1F,D4,86,64,10,22
1B,D1,1F,D4,86,64,12,22
BF,D2,1F,D4,86,64,1E,22
0B,D3,1F,D4,86,64,20,22
67,D4,3F,D4,86,64,1E,22
6E,D5,3F,D4,86,64,24,22
5E,D6,3F,D4,86,64,24,22
3B,D7,3F,D4,86,64,2C,22
89,D8,3F,D4,86,64,34,22
E7,D9,3F,D4,86,64,36,22
EC,DA,3F,D4,86,64,38,22
8B,DB,3F,D4,86,64,46,22
E5,DC,3F,D4,86,64,4E,22
2E,DD,3F,D4,86,64,5A,22
DB,DE,3F,D4,86,64,66,22
1C,DF,3F,D4,86,64,6A,22
DC,D0,3F,D4,86,64,76,22
B1,D1,3F,D4,86,64,80,22
23,D2,5F,D4,86,64,92,22
DF,D3,5F,D4,86,64,A0,22
03,D4,5F,D4,86,64,A8,22
C1,D5,5F,D4,86,64,B4,22
A5,D6,5F,D4,86,64,BA,22
27,D7,5F,94,86,64,C4,22
E5,D8,5F,94,86,64,D4,22
DF,D9,5F,94,86,64,D8,22
9C,DA,5F,94,86,64,DA,22
16,DB,5F,94,86,64,E6,22
C7,DC,7F,94,86,64,E8,22
EC,DD,7F,94,86,64,EC,22
D2,DE,7F,94,86,64,F6,22
61,D0,7F,94,86,64,F8,22
1B,D1,7F,94,86,64,F8,22
5D,D2,7F,94,86,64,00,23
C2,D3,7F,94,86,64,08,23
4A,D4,7F,94,86,64,0E,23
20,D5,7F,94,86,64,0E,23
F0,D6,7F,94,86,64,1E,23
F9,D7,7F,94,86,64,1C,23
C8,D8,7F,94,86,64,2E,23
36,D9,7F,94,86,64,34,23
3D,DA,7F,94,86,64,3A,23
EA,DB,9F,94,86,64,44,23
DF,DC,9F,54,86,64,4E,23
5C,DD,9F,54,86,64,56,23
8D,DE,9F,54,86,64,6C,23
02,DF,9F,54,86,64,6C,23
B2,D0,9F,54,86,64,78,23
C8,D1,9F,54,86,64,78,23
43,D2,9F,54,86,64,86,23
DC,D3,9F,54,86,64,8E,23
C4,D4,9F,54,86,64,90,23
DE,D5,9F,54,86,64,98,23
EE,D6,9F,54,86,64,98,23
C3,D7,9F,54,86,64,9C,23
CA,D8,9F,54,86,64,AA,23
9C,D9,9F,54,86,64,AC,23
19,DB,BF,54,86,64,B6,23
53,DC,BF,54,86,64,B8,23
86,DD,BF,54,86,64,CC,23
34,DE,BF,54,86,64,CC,23
0F,DF,BF,54,86,64,D2,23
49,D0,BF,14,86,64,E0,23
2F,D1,BF,14,86,64,E2,23
97,D2,BF,14,86,64,EC,23
98,D3,BF,14,86,64,FC,23
B6,D4,BF,14,86,64,04,24
18,D5,BF,14,86,64,12,24
44,D6,BF,14,86,64,18,24
94,D7,DF,14,86,64,24,24
56,D8,DF,14,86,64,34,24
6C,D9,DF,14,86,64,38,24
17,DA,DF,14,86,64,3E,24
54,DB,DF,14,86,64,46,24
02,DC,DF,14,86,64,4A,24
ED,DD,DF,14,86,64,58,24
C4,DE,FF,14,86,64,58,24
57,DF,FF,14,86,64,5A,24
78,D0,FF,14,86,64,66,24
02,D1,FF,14,86,64,66,24
C5,D2,FF,D4,85,64,78,24
36,D3,FF,D4,85,64,7A,24
A2,D4,FF,D4,85,64,7E,24
8B,D5,FF,D4,85,64,86,24
EF,D6,FF,D4,85,64,88,24
1A,D7,FF,D4,85,64,98,24
E4,D8,1F,D5,85,64,9C,24
CD,D9,1F,D5,85,64,A2,24
72,DA,1F,D5,85,64,B2,24
A3,DB,1F,D5,85,64,B0,24
7B,DC,1F,D5,85,64,C4,24
20,DD,1F,D5,85,64,C8,24
AA,DE,1F,D5,85,64,CC,24
C1,D0,1F,D5,85,64,D6,24
B4,D1,1F,D5,85,64,E6,24
10,D2,1F,D5,85,64,EA,24
DB,D3,1F,D5,85,64,EC,24
AF,D4,1F,D5,85,64,F8,24
F8,D5,1F,95,85,64,F8,24
7E,D6,1F,95,85,64,02,25
B8,D7,3F,95,85,64,0E,25
32,D8,3F,95,85,64,12,25
30,D9,3F,95,85,64,1A,25
57,DA,3F,95,85,64,1E,25
F9,DB,3F,95,85,64,24,25
23,DC,3F,95,85,64,32,25
14,DD,3F,95,85,64,34,25
CA,DE,3F,95,85,64,3E,25
CB,DF,3F,95,85,64,46,25
CF,D0,3F,95,85,64,4C,25
F3,D1,5F,95,85,64,5A,25
60,D2,5F,55,85,64,5E,25
A4,D3,5F,55,85,64,68,25
98,D4,5F,55,85,64,70,25
D6,D5,5F,55,85,64,76,25
96,D6,5F,55,85,64,7E,25
18,D7,7F,55,85,64,7E,25
FE,D8,5F,55,85,64,84,25
C4,D9,5F,55,85,64,88,25
1C,DA,7F,55,85,64,8A,25
65,DB,7F,55,85,64,94,25
67,DC,7F,55,85,64,96,25
74,DD,7F,55,85,64,96,25
ED,DE,7F,55,85,64,A0,25
67,DF,7F,15,85,64,A4,25
7B,D0,9F,15,85,64,B2,25
39,D1,9F,15,85,64,B6,25
A5,D2,9F,15,85,64,BE,25
18,D4,9F,15,85,64,CE,25
AA,D5,9F,15,85,64,DA,25
A2,D6,9F,15,85,64,DE,25
C8,D7,9F,15,85,64,E6,25
0A,D8,9F,15,85,64,F6,25
30,D9,9F,15,85,64,FA,25
48,DA,9F,15,85,64,0A,26
C7,DB,9F,D5,84,64,16,26
18,DC,9F,15,85,64,20,26
91,DD,9F,D5,84,64,28,26
9C,DE,BF,D5,84,64,2E,26
4C,DF,9F,D5,84,64,38,26
38,D0,9F,D5,84,64,3A,26
D0,D1,9F,D5,84,64,40,26
B7,D2,9F,95,84,64,3C,26
8D,D3,9F,55,84,64,46,26
EE,D4,BF,55,84,64,48,26
B9,D5,BF,15,84,64,48,26
6C,D6,BF,D5,83,64,50,26
58,D7,BF,95,83,64,52,26
2E,D8,BF,95,83,64,5C,26
C2,D9,DF,55,83,64,62,26
A5,DA,DF,55,83,64,66,26
E1,DB,DF,15,83,64,78,26
15,DC,DF,D5,82,64,78,26
29,DD,DF,D5,82,64,8A,26
B1,DE,FF,95,82,64,90,26
45,D0,FF,95,82,64,A2,26
40,D1,FF,55,82,64,A6,26
68,D2,FF,55,82,64,B0,26
7A,D3,1F,16,82,64,AA,26
82,D4,1F,16,82,64,A4,26
AF,D5,1F,16,82,64,98,26
7F,D6,1F,16,82,64,88,26
4E,D7,1F,16,82,64,8E,26
1C,D8,1F,16,82,64,86,26
6E,D9,1F,16,82,64,86,26
31,DA,1F,16,82,64,86,26
BF,DB,1F,16,82,64,7E,26
AA,DC,1F,16,82,64,8A,26
9D,DD,1F,16,82,64,8C,26
50,DE,1F,D6,81,64,9C,26
78,DF,1F,D6,81,64,B0,26
